geneName	gene	geneID
SEC22B	DNOV00006260	gene8628
IL2RG	DNOV00001602	gene5226
NPAT	DNOV00012461	gene2029
LOC415913	DNOV00017663	gene10540
EFNB1	DNOV00009143	gene5132
CLDN16	DNOV00009678	gene9380
GADD45A	DNOV00011322	gene9094
EPS8	DNOV00004406	gene826
RANBP1	DNOV00013003	gene11772
JKAMP	DNOV00017401	gene7317
FOXRED2	DNOV00004327	gene653
DGKZ	DNOV00013765	gene6822
C1H2orf29	DNOV00003156	gene1643
HSPB8	DNOV00001340	gene12041
DKK3	DNOV00003092	gene6546
APBA1	DNOV00005697	gene16041
WNK1	DNOV00004371	gene792
C20H20orf177	DNOV00015303	gene13428
LOC771422	DNOV00001059	gene6855
CSNK2A2	DNOV00007564	gene10088
PLEKHA2	DNOV00014328	gene14001
FAM3B	DNOV00007310	gene1396
DPP4	DNOV00000114	gene8325
FBXW2	DNOV00016668	gene12543
RDH10	DNOV00008056	gene3508
LOC100858777	DNOV00005549	gene4257
ERAP1	DNOV00011741	gene16243
PHTF1	DNOV00000216	gene14917
ITGB4	DNOV00000434	gene12649
TTC7B	DNOV00006209	gene7137
FNDC1	DNOV00006010	gene4423
LOC100858958	DNOV00010198	gene4015
IL22RA1	DNOV00001472	gene14299
ALPL	DNOV00016253	gene13922
PTPRJ	DNOV00006453	gene6618
ACSL6	DNOV00002962	gene11198
P2RY10	DNOV00009122	gene5150
AKAP14	DNOV00008888	gene5445
USO1	DNOV00013993	gene5748
UBFD1	DNOV00008699	gene11483
RERGL	DNOV00017307	gene832
TRAF5	DNOV00016745	gene4129
LOC427656	DNOV00001940	gene11318
DOK6	DNOV00017353	gene3276
TNFRSF11A	DNOV00009220	gene3106
LRRC42	DNOV00004595	gene9021
FNDC7	DNOV00010448	gene8573
LOC100859051	DNOV00016198	gene15736
ACAA2	DNOV00007917	gene15643
MTPN	DNOV00006348	gene759
SETDB2	DNOV00003644	gene1890
OGFR	DNOV00006515	gene13449
PLOD2	DNOV00010667	gene9339
PNLDC1	DNOV00006004	gene4417
KLF2	DNOV00008557	gene15567
TACR2	DNOV00012651	gene7559
RDH8	DNOV00004259	gene8814
ZNF295	DNOV00007302	gene1404
CHORDC1	DNOV00006918	gene2102
ATP6V1G1	DNOV00003232	gene12303
CNR1	DNOV00011829	gene4727
RPRD1A	DNOV00016852	gene3186
LBH	DNOV00001277	gene3898
SDHA	DNOV00014733	gene3204
PFKL	DNOV00010808	gene9202
ARHGAP29	DNOV00009270	gene8804
GPR119	DNOV00014118	gene5157
ORC2	DNOV00000650	gene8153
LOC431663	DNOV00010838	gene15767
WDR1	DNOV00003397	gene6175
LNX2	DNOV00004155	gene1975
TPD52L1	DNOV00003939	gene4583
STXBP1	DNOV00003237	gene12301
LOC427942	DNOV00014938	gene979
TMEM114	DNOV00002287	gene11570
CDC7	DNOV00004243	gene8830
FAM82B	DNOV00005027	gene3555
ALAS1	DNOV00011360	gene10579
CYSLTR1	DNOV00009125	gene5147
AIP	DNOV00014309	gene6370
C3H1orf115	DNOV00008012	gene4084
CMTM4	DNOV00009351	gene10329
TRIL	DNOV00006873	gene2715
LOC416639	DNOV00002278	gene11561
BNIP3	DNOV00008444	gene7988
SEC23IP	DNOV00015351	gene7932
BCL6	DNOV00009686	gene9386
LOC100859835	DNOV00013069	gene17659
UNC50	DNOV00003136	gene1621
ULK4	DNOV00008151	gene2841
CREBL2	DNOV00004930	gene931
TAF5	DNOV00014585	gene7840
ATP5O	DNOV00013759	gene1352
SSTR4	DNOV00015697	gene3846
DCP2	DNOV00012581	gene16154
MAL	DNOV00003574	gene4021
MME	DNOV00009917	gene9573
LOC428421	DNOV00000911	gene2510
STK17B	DNOV00000622	gene8122
STOM	DNOV00003452	gene12495
EIF3J	DNOV00013400	gene10031
NUDT5	DNOV00004833	gene92
PECAM1	DNOV00000542	gene12710
RNF214	DNOV00014274	gene14441
GPR143	DNOV00011848	gene1561
PROS1	DNOV00011380	gene1229
FOXA2	DNOV00015698	gene3848
TBC1D8	DNOV00003153	gene1642
LOC428919	DNOV00010241	gene7290
LOC771154	DNOV00013243	gene627
DIP2B	DNOV00014930	gene16454
AIG1	DNOV00002336	gene4500
KCNA4	DNOV00012309	gene6507
LRIG2	DNOV00000219	gene14914
ARHGAP17	DNOV00008714	gene11470
CSGALNACT2	DNOV00005363	gene7468
CDC34	DNOV00008985	gene15460
PSMC3IP	DNOV00016170	gene15274
GNG2	DNOV00010003	gene7389
LOC769580	DNOV00012106	gene7588
MKLN1	DNOV00004804	gene62
RIN2	DNOV00015481	gene3860
RGS5	DNOV00006242	gene8611
PDCD1	DNOV00009691	gene9389
VPS18	DNOV00013783	gene6841
IGF2	DNOV00006471	gene6634
ZNF414	DNOV00013057	gene15409
CAST	DNOV00011740	gene16244
LOC428963	DNOV00006579	gene7738
LOC100857237	DNOV00016014	gene11972
DHX30	DNOV00016931	gene2310
FOXJ1	DNOV00000415	gene12631
BCL2	DNOV00009216	gene3102
NR5A2	DNOV00010458	gene8582
VKORC1L1	DNOV00001774	gene13029
ARFIP1	DNOV00014605	gene5616
MAB21L3	DNOV00015106	gene1105
KIAA1009	DNOV00009284	gene4745
RPL7	DNOV00008057	gene3507
STEAP4	DNOV00000951	gene2541
PSD	DNOV00007054	gene7663
PDPK1	DNOV00016716	gene11499
GOLM1	DNOV00004514	gene16097
KIF12	DNOV00007378	gene13072
SCARF1	DNOV00007396	gene13048
BTBD7	DNOV00006187	gene7159
CALCRL	DNOV00017452	gene8023
PPP2R3A	DNOV00010784	gene9132
ARRDC1	DNOV00003247	gene12296
EIF2AK3	DNOV00006365	gene6299
SCN3B	DNOV00009949	gene14375
E2F5	DNOV00005017	gene3547
TAOK1	DNOV00017025	gene13105
KCNK9	DNOV00017406	gene5005
TAPT1	DNOV00003376	gene6156
C3H6orf120	DNOV00004472	gene4377
FGF2	DNOV00011404	gene5881
ZNF326	DNOV00004236	gene8834
SMAD5	DNOV00002924	gene11165
C3H20orf94	DNOV00001211	gene3975
SF3B5	DNOV00006012	gene4424
SLC22A18	DNOV00006458	gene6624
MUC2	DNOV00017610	gene6653
LOC100857743	DNOV00015176	gene14518
CLSTN3	DNOV00011808	gene1034
LOC425567	DNOV00005083	gene3602
NINJ1	DNOV00013201	gene10656
APPBP2	DNOV00003761	gene13185
TET1	DNOV00012643	gene7547
KLF1	DNOV00008769	gene8916
USP7	DNOV00002280	gene11563
SNRNP27	DNOV00005245	gene14038
DUSP6	DNOV00017173	gene405
MFSD8	DNOV00015856	gene5631
CCNY	DNOV00008256	gene2447
C5H15orf41	DNOV00013338	gene6968
KIAA0226L	DNOV00003630	gene1873
LPAR5	DNOV00012057	gene1007
LOC100858225	DNOV00017032	gene15208
RPS23	DNOV00013498	gene16281
SMO	DNOV00017076	gene24
LOC427470	DNOV00004489	gene16121
FIGF	DNOV00007505	gene1531
TRIM55	DNOV00008096	gene3473
DIO2	DNOV00015329	gene7106
GALNT5	DNOV00014184	gene8541
UBTD1	DNOV00008336	gene7790
LPP	DNOV00009682	gene9385
SMC3	DNOV00007219	gene7868
RAB10	DNOV00016781	gene4983
LOC769512	DNOV00003535	gene3928
TMEM231	DNOV00013463	gene10484
KIAA0922	DNOV00014611	gene5496
BBS9	DNOV00014483	gene2888
VPS29	DNOV00000810	gene11871
TEKT5	DNOV00002270	gene11556
CPLX2	DNOV00014367	gene16195
ERLIN2	DNOV00005173	gene13981
KBTBD11	DNOV00016580	gene4856
CACNB2	DNOV00000908	gene2508
MPP6	DNOV00006840	gene2665
LOC771551	DNOV00009003	gene15383
DSEL	DNOV00018341	gene3281
DEPDC5	DNOV00001384	gene12000
AKAP11	DNOV00014086	gene1849
EMCN	DNOV00007981	gene5969
NCOA2	DNOV00008070	gene3495
PTPN2	DNOV00009427	gene3291
REEP3	DNOV00012014	gene7491
ZNF608	DNOV00009596	gene16420
CIAO1	DNOV00017060	gene16832
LOC100857395	DNOV00003629	gene1872
ZDHHC7	DNOV00011485	gene10384
MIS18BP1	DNOV00009973	gene7403
LCP2	DNOV00014452	gene10948
FUT9	DNOV00014012	gene4704
SPP1	DNOV00012234	gene5762
SH3GL2	DNOV00005719	gene16018
TM9SF4	DNOV00009045	gene13534
GCM1	DNOV00014492	gene4839
TM9SF2	DNOV00011211	gene1751
TSHZ2	DNOV00013856	gene13624
SERGEF	DNOV00006435	gene6604
SLC25A17	DNOV00002591	gene576
F9	DNOV00001549	gene5288
CXCL12	DNOV00017044	gene7703
LOC415464	DNOV00004735	gene9878
IFIH1	DNOV00000111	gene8322
PITPNM3	DNOV00003698	gene13243
ZNF462	DNOV00009379	gene16230
ADAL	DNOV00003327	gene9775
PPME1	DNOV00015415	gene2231
IAPP	DNOV00010542	gene843
CLCN4	DNOV00011855	gene1558
XPNPEP1	DNOV00007228	gene7861
LRRC10	DNOV00004063	gene344
PER3	DNOV00014972	gene13678
CEP70	DNOV00012691	gene8462
NHLRC1	DNOV00011570	gene3005
STS	DNOV00017676	gene1565
TADA3	DNOV00007618	gene10744
LOC100858761	DNOV00013035	gene15392
LOC429451	DNOV00008230	gene15360
TRNAU1AP	DNOV00015279	gene3026
CSRNP1	DNOV00002480	gene2390
PRDM4	DNOV00004301	gene676
ALX1	DNOV00016633	gene396
EVI2B	DNOV00003725	gene13217
RNF25	DNOV00000165	gene8379
RGS6	DNOV00001120	gene6902
FUT3	DNOV00013043	gene15398
BZW1	DNOV00000646	gene8149
DYNC1H1	DNOV00005505	gene7220
MTMR9	DNOV00017110	gene5039
ARMC9	DNOV00009711	gene9407
RADIL	DNOV00002006	gene11364
TIMP4	DNOV00011594	gene10625
DOT1L	DNOV00016613	gene15423
LOC100859008	DNOV00019031	gene6541
WDR31	DNOV00003276	gene12269
CNTFR	DNOV00014664	gene15715
CAMKV	DNOV00010926	gene10564
TOR1AIP2	DNOV00002194	gene8696
VEZF1	DNOV00003738	gene13207
SPRY1	DNOV00011407	gene5878
ARHGEF9	DNOV00005781	gene5374
HMGCS2	DNOV00006262	gene8631
RASSF9	DNOV00016634	gene397
LSM10	DNOV00013645	gene14196
TWF2	DNOV00011362	gene10580
C6H10orf90	DNOV00008426	gene7972
C21H1orf70	DNOV00017584	gene13738
CHN2	DNOV00006874	gene2716
TDRD3	DNOV00017414	gene1830
HPS5	DNOV00006439	gene6608
TYR	DNOV00006914	gene2106
ANKFN1	DNOV00000520	gene12685
SPRY2	DNOV00008105	gene1790
TTLL2	DNOV00004485	gene4390
RPS8	DNOV00005956	gene8922
MGEA5	DNOV00008317	gene7807
EBNA1BP2	DNOV00008743	gene8895
CAP2	DNOV00011592	gene3023
PRKCQ	DNOV00004810	gene72
CCR7	DNOV00016352	gene15226
DUS3L	DNOV00013046	gene15400
TMIE	DNOV00002426	gene2350
IL9	DNOV00002930	gene11169
LOC100858532	DNOV00018146	gene16959
C10H15orf26	DNOV00004747	gene9885
ERMP1	DNOV00012158	gene15993
PNRC1	DNOV00011826	gene4724
KDM5B	DNOV00007266	gene14762
IL5RA	DNOV00005155	gene10834
PELI1	DNOV00003536	gene3927
PDP2	DNOV00009347	gene10323
S1PR3	DNOV00004551	gene16127
CNRC02	DNOV00018357	gene10882
LOC100857632	DNOV00002306	gene11657
GGA2	DNOV00008697	gene11485
LTV1	DNOV00002329	gene4495
TCTE1	DNOV00004958	gene4209
B3GNTL1	DNOV00007155	gene12592
MAU2	DNOV00015676	gene15505
HBS1L	DNOV00002384	gene4536
SPR	DNOV00018068	gene6341
GIT2	DNOV00000759	gene12127
KLHL22	DNOV00001407	gene11982
DCTN1	DNOV00016966	gene6349
DSCC1	DNOV00007818	gene3675
LOC426416	DNOV00008092	gene3476
DCAF10	DNOV00014352	gene16435
LRRC33	DNOV00013557	gene9217
RBP3	DNOV00015468	gene7688
PDE6D	DNOV00017812	gene9415
LOC100858332	DNOV00005789	gene5384
XG	DNOV00016808	gene1576
TGFBRAP1	DNOV00003177	gene1661
TMCO7	DNOV00017332	gene10493
DAPK2	DNOV00003285	gene9738
POLR3H	DNOV00002571	gene561
PTP4A1	DNOV00013705	gene4809
CZH18orf32	DNOV00007921	gene15646
CTGF	DNOV00002400	gene4556
PLD1	DNOV00007116	gene9498
TRABD	DNOV00008921	gene204
CACNA1I	DNOV00002599	gene584
PRKACB	DNOV00004198	gene8870
KIF24	DNOV00016138	gene15701
GRPEL1	DNOV00003424	gene6202
GPR20	DNOV00005857	gene3745
TMEM206	DNOV00015199	gene4120
TUBB1	DNOV00015294	gene13585
UGDH	DNOV00002031	gene6095
BTG1	DNOV00017185	gene413
OXSM	DNOV00016367	gene2754
LOC776594	DNOV00011483	gene10385
TMEM106B	DNOV00003858	gene2610
BCCIP	DNOV00008423	gene7968
ARPC5	DNOV00002141	gene8740
TMOD2	DNOV00008848	gene9825
MAPK15	DNOV00016159	gene3774
TAX1BP3	DNOV00006147	gene13133
MRPL23	DNOV00006473	gene6635
POLR2D	DNOV00001798	gene9159
CER1	DNOV00005730	gene16008
SERHL2	DNOV00002548	gene536
LOC100858941	DNOV00012154	gene15996
CBWD1	DNOV00012957	gene15964
ALDH1A3	DNOV00006812	gene9964
LINGO2	DNOV00017251	gene16352
MFF	DNOV00001878	gene9307
RPP38	DNOV00000941	gene2530
COL17A1	DNOV00007242	gene7852
NOP56	DNOV00016967	gene6348
CRB2	DNOV00011773	gene12514
CTNNB1	DNOV00008152	gene2840
FGF19	DNOV00010308	gene6733
LOC100859860	DNOV00001069	gene6862
WDR41	DNOV00002767	gene15920
VAV2	DNOV00003494	gene12447
FAM164C	DNOV00004009	gene7062
AATF	DNOV00003751	gene13196
TMEM57	DNOV00001459	gene14143
FLVCR2	DNOV00004017	gene7069
AGGF1	DNOV00002765	gene15922
LOC100858801	DNOV00017797	gene16880
ADAR	DNOV00017770	gene14614
GHSR	DNOV00007119	gene9496
WISP1	DNOV00005833	gene3722
LOC100858221	DNOV00008341	gene7785
CTTN	DNOV00012767	gene6742
ENTPD5	DNOV00003985	gene7041
PIGG	DNOV00009415	gene16201
LOC100857186	DNOV00017013	gene17004
TGDS	DNOV00011235	gene1773
PUM1	DNOV00009875	gene14080
RNASEH1	DNOV00016377	gene4876
TMEM194B	DNOV00000603	gene8003
OGG1	DNOV00007620	gene10742
TXLNG	DNOV00007494	gene1520
TES	DNOV00013377	gene255
ADD3	DNOV00007225	gene7863
LOC100858920	DNOV00019001	gene16712
DHODH	DNOV00013452	gene10470
PRRX1	DNOV00006287	gene8656
BMS1	DNOV00005361	gene7470
LOC422221	DNOV00001590	gene5242
TOP3A	DNOV00005287	gene11414
LOC429249	DNOV00017988	gene16706
HNRNPH1	DNOV00002639	gene11138
CXCL14	DNOV00002933	gene11173
LOC100858842	DNOV00011130	gene16795
TOMM70A	DNOV00003806	gene1176
ANKRD34C	DNOV00013392	gene10041
HDGF	DNOV00012354	gene14526
SMARCE1	DNOV00016353	gene15227
VAMP4	DNOV00006281	gene8650
NEDD1	DNOV00008371	gene443
COQ5	DNOV00001361	gene12024
NMT1	DNOV00012867	gene15079
PMCH	DNOV00004266	gene716
RAB3GAP2	DNOV00008010	gene4086
EAF1	DNOV00001012	gene2794
FAM46D	DNOV00009116	gene5323
PEX1	DNOV00000973	gene2564
GFRA2	DNOV00005187	gene13971
TMEM120A	DNOV00001744	gene13000
C1H12orf73	DNOV00004273	gene707
NDUFA5	DNOV00008945	gene224
AGPAT4	DNOV00005992	gene4408
UBXN6	DNOV00017189	gene15445
ALDOB	DNOV00017160	gene16303
RNF20	DNOV00017163	gene16301
SIP1	DNOV00003977	gene7032
SLC16A1	DNOV00000220	gene14913
PPM1F	DNOV00011702	gene11746
C4H4orf44	DNOV00003443	gene6221
SHFM1	DNOV00013172	gene2590
PYGO1	DNOV00015598	gene9803
MDK	DNOV00013763	gene6821
APOPT1	DNOV00005529	gene7248
UVRAG	DNOV00011969	gene2160
ARAP2	DNOV00002011	gene6114
ACYP1	DNOV00004008	gene7061
CHGA	DNOV00006192	gene7154
FRY	DNOV00004128	gene1953
EEF1B2	DNOV00000693	gene8188
SMCR7L	DNOV00002603	gene587
USE1	DNOV00008540	gene15552
SAP130	DNOV00001800	gene9161
POGLUT1	DNOV00012187	gene1261
FASTKD2	DNOV00000688	gene8181
LOC768535	DNOV00000334	gene14967
CLDN12	DNOV00000959	gene2550
STXBP6	DNOV00013346	gene6977
PELO	DNOV00010103	gene15829
ETFDH	DNOV00010364	gene5522
TSC1	DNOV00006760	gene12422
LAMP2	DNOV00008893	gene5440
WDR76	DNOV00013395	gene10036
TMEM38A	DNOV00008549	gene15559
NPR1	DNOV00004417	gene16332
LOC100858589	DNOV00012383	gene10889
NUDT15	DNOV00003636	gene1878
C18H17orf67	DNOV00000522	gene12687
SLC39A10	DNOV00000619	gene8119
IRF7	DNOV00014614	gene6670
LOC416049	DNOV00007619	gene10743
GBAS	DNOV00001768	gene13022
THOC2	DNOV00008900	gene5435
BCL2L13	DNOV00004393	gene808
DRG1	DNOV00001376	gene12006
TMCC2	DNOV00000294	gene14839
IL18R1	DNOV00003165	gene1654
LOC100858428	DNOV00015668	gene15513
CRDS2	DNOV00001099	gene6884
CCNYL1	DNOV00000681	gene8176
BIK	DNOV00004885	gene889
CPAMD8	DNOV00008544	gene15555
PAK4	DNOV00018382	gene16947
HNRNPH3	DNOV00012638	gene7543
SNTB1	DNOV00007811	gene3680
STXBP3	DNOV00010449	gene8574
PHF20L1	DNOV00005829	gene3719
RND3	DNOV00013359	gene8524
ACP2	DNOV00006684	gene6807
VSIG4	DNOV00009160	gene5120
NUAK1	DNOV00004289	gene687
ZNF512	DNOV00015046	gene4961
FGF9	DNOV00004181	gene1997
MRPS18C	DNOV00016643	gene5791
LOC419404	DNOV00006081	gene13731
TMEM59L	DNOV00015811	gene15534
CRYBA2	DNOV00000155	gene8369
NCKAP5	DNOV00016347	gene8480
ESR2	DNOV00010247	gene7285
RNF138	DNOV00007733	gene3390
BRIP1	DNOV00016725	gene13179
CCNH	DNOV00013825	gene16271
NIPSNAP3A	DNOV00009387	gene16222
LARP1B	DNOV00015858	gene5633
OTUD4	DNOV00009623	gene5591
PSMC5	DNOV00009085	gene15100
GPR88	DNOV00009238	gene8774
DPH1	DNOV00007386	gene13060
C3H20orf26	DNOV00015484	gene3855
EIF4A2	DNOV00006038	gene9460
ST8SIA5	DNOV00007936	gene15657
CEP192	DNOV00009425	gene3289
LOC100857973	DNOV00005649	gene11103
PCTP	DNOV00000519	gene12684
TPCN2	DNOV00010312	gene6729
GEMIN5	DNOV00005627	gene11082
RBP2	DNOV00001842	gene9272
GTPBP10	DNOV00000958	gene2548
GOLGA1	DNOV00011760	gene12528
PKP3	DNOV00015594	gene6468
C24H11orf61	DNOV00018507	gene14321
MARCKSL1	DNOV00001526	gene14244
KIAA0355	DNOV00009336	gene10311
RPAP1	DNOV00001057	gene6854
LOC418128	DNOV00006351	gene762
KDM4A	DNOV00008759	gene8908
HBP1	DNOV00010382	gene161
P20K	DNOV00011181	gene12240
NAV1	DNOV00007271	gene14766
LOC425372	DNOV00010114	gene15838
VWA3B	DNOV00003131	gene1616
CEP120	DNOV00009599	gene16430
LPGAT1	DNOV00016750	gene4124
F8	DNOV00001618	gene5211
LOC424420	DNOV00002193	gene8697
ATAD5	DNOV00000533	gene12700
YAF2	DNOV00010158	gene280
SON	DNOV00013756	gene1348
ARHGAP44	DNOV00007169	gene12581
GPAM	DNOV00007212	gene7875
CHGB	DNOV00003553	gene4041
TMEM20	DNOV00006584	gene7733
RPL11	DNOV00001485	gene14287
ZFYVE27	DNOV00008342	gene7784
ABCC3	DNOV00000498	gene12835
ORAI1	DNOV00000828	gene11849
DNAJC1	DNOV00000892	gene2498
BTD	DNOV00006883	gene2724
CCDC67	DNOV00006927	gene2096
ACSBG1	DNOV00014698	gene9734
TPX2	DNOV00009036	gene13523
WDR63	DNOV00004210	gene8856
SLC30A10	DNOV00008006	gene4092
LOC418108	DNOV00006323	gene736
SEC23A	DNOV00003976	gene7031
GPR123	DNOV00016499	gene7763
NDUFS4	DNOV00010108	gene15833
SPTBN5	DNOV00001068	gene6861
SBF2	DNOV00003076	gene6559
RAB19	DNOV00006327	gene740
SHCBP1	DNOV00007712	gene10268
TRPS1	DNOV00007834	gene3658
PLEKHD1	DNOV00001140	gene6919
ROS1	DNOV00012835	gene4611
ELOVL3	DNOV00007049	gene7656
THAP4	DNOV00013544	gene9229
C1H21orf62	DNOV00013746	gene1338
C23H1orf94	DNOV00011634	gene14227
CZH5orf30	DNOV00017067	gene16174
LOC423226	DNOV00001070	gene6863
WDR37	DNOV00010067	gene2439
PRELP	DNOV00000315	gene14993
LPXN	DNOV00015016	gene6703
NOLC1	DNOV00007047	gene7654
PPM1B	DNOV00017816	gene4160
MDM2	DNOV00004056	gene337
ALPI	DNOV00006073	gene9419
OPTN	DNOV00004838	gene96
CACNG2	DNOV00004329	gene651
ARL2BP	DNOV00007530	gene10116
SLC25A13	DNOV00013173	gene2589
PRDM16	DNOV00006106	gene13707
DYNLRB2	DNOV00011522	gene10351
KRR1	DNOV00004087	gene368
GUCA2A	DNOV00014757	gene13892
LOC100858009	DNOV00005653	gene11107
RBL1	DNOV00006990	gene13280
S100A11	DNOV00015163	gene14605
STOML3	DNOV00003682	gene1927
JUN	DNOV00004565	gene9049
TBC1D14	DNOV00003421	gene6199
MRPS28	DNOV00015791	gene3529
ZNF644	DNOV00004238	gene8832
DDX11	DNOV00004360	gene781
CRHR2	DNOV00002465	gene2373
LOC100859817	DNOV00002130	gene9125
TMEM53	DNOV00008775	gene8920
TM4SF1	DNOV00013725	gene9600
SH3PXD2A	DNOV00007247	gene7849
GPD1	DNOV00012697	gene8454
FBLN5	DNOV00006200	gene7144
TMPRSS4	DNOV00014283	gene14451
UCK2	DNOV00002216	gene8675
LIG3	DNOV00001759	gene13012
TNMD	DNOV00001538	gene5299
CAB39	DNOV00001832	gene9262
BRP44L	DNOV00005976	gene4396
MNX1	DNOV00010050	gene2422
C6H10orf28	DNOV00008346	gene7780
ATF4	DNOV00002602	gene586
SLC2A12	DNOV00002388	gene4539
KIAA1244	DNOV00002362	gene4515
LOC100858580	DNOV00014195	gene3787
TAL1	DNOV00005901	gene8970
LRRN1	DNOV00005160	gene10838
LPHN2	DNOV00004194	gene8873
SEPT9	DNOV00013617	gene12609
RACGAP1	DNOV00014937	gene16463
BATF	DNOV00004016	gene7068
DOCK10	DNOV00001869	gene9299
APIP	DNOV00012781	gene6758
NUBP2	DNOV00002313	gene11651
STRBP	DNOV00011774	gene12513
BTRC	DNOV00008309	gene7815
RAI2	DNOV00007487	gene1515
AHSA1	DNOV00004040	gene7095
TRAPPC6B	DNOV00003978	gene7033
TTC13	DNOV00004455	gene4364
AADACL2	DNOV00009927	gene9580
PGAM1	DNOV00008332	gene7794
KCNH6	DNOV00009102	gene15115
DSG4	DNOV00017588	gene3383
NUDC	DNOV00001424	gene14116
IGFBP1	DNOV00014432	gene2952
PTPN13	DNOV00012225	gene5773
DND1	DNOV00012385	gene10888
FIBCD1	DNOV00006737	gene12400
ALKBH4	DNOV00001732	gene12989
NUDT6	DNOV00011405	gene5880
BMPR1A	DNOV00005406	gene7430
LOC100858973	DNOV00013079	gene16495
NDUFV2	DNOV00009451	gene3314
PPIL4	DNOV00015667	gene4443
BLMH	DNOV00006129	gene13113
SLC2A2	DNOV00007113	gene9500
KBTBD10	DNOV00000076	gene8293
LOC770787	DNOV00001560	gene5274
METTL9	DNOV00001912	gene11538
IKZF3	DNOV00017034	gene15211
LARP4B	DNOV00010064	gene2436
ZC3H6	DNOV00003580	gene3841
EPB41	DNOV00009864	gene14155
ZDHHC6	DNOV00007209	gene7878
BBS10	DNOV00004091	gene371
GCC2	DNOV00009717	gene1672
TRAPPC8	DNOV00007736	gene3389
HDC	DNOV00004718	gene9863
AXIN2	DNOV00000567	gene12736
SLC25A19	DNOV00000449	gene12878
METTL18	DNOV00006293	gene8663
MIS18A	DNOV00012284	gene1328
CCT6A	DNOV00001770	gene13025
AK2	DNOV00001501	gene14269
MRPL27	DNOV00000489	gene12846
DUSP8	DNOV00006483	gene6644
EPC2	DNOV00013353	gene8517
CFH	DNOV00017577	gene8598
SLC34A2	DNOV00011295	gene6126
KIAA1614	DNOV00002203	gene8689
GPR39	DNOV00016345	gene8478
SPIRE1	DNOV00009430	gene3294
FAM45A	DNOV00016759	gene7922
SH3TC2	DNOV00002672	gene10998
EPCAM	DNOV00001289	gene3908
RAD9A	DNOV00007848	gene17479
POLR2I	DNOV00009558	gene17938
PLCZ1	DNOV00017309	gene834
LOC100858703	DNOV00013297	gene10601
LRRC49	DNOV00003329	gene9777
FNIP1	DNOV00002960	gene11196
UNC13D	DNOV00000429	gene12644
SPAM1	DNOV00008939	gene218
TMEM165	DNOV00002096	gene6029
LOC415713	DNOV00011423	gene10220
STK10	DNOV00002676	gene11000
ZMYND12	DNOV00004703	gene13912
KLHL13	DNOV00001583	gene5249
KLHL30	DNOV00011089	gene9230
ZCCHC24	DNOV00005356	gene7602
MCAT	DNOV00004886	gene890
FBXL2	DNOV00013471	gene2856
SMNDC1	DNOV00007221	gene7865
PQLC3	DNOV00007430	gene4909
RAD18	DNOV00012494	gene10849
KIAA1609	DNOV00011491	gene10377
PPP2R5A	DNOV00015200	gene4121
ZPBP	DNOV00014556	gene3170
DUSP12	DNOV00010769	gene1078
FAM122A	DNOV00001566	gene5269
HIVEP2	DNOV00002339	gene4502
ZBTB38	DNOV00012974	gene9319
LOC100859283	DNOV00007276	gene14770
SLC13A1	DNOV00008947	gene227
TRA2B	DNOV00017456	gene9204
IDI1	DNOV00010066	gene2438
LOC428094	DNOV00006934	gene2088
RYK	DNOV00013567	gene9209
ANGPTL5	DNOV00014703	gene2065
PHF15	DNOV00002945	gene11185
CCL20	DNOV00001883	gene9312
OSMR	DNOV00012734	gene15797
PIDD	DNOV00016043	gene6667
GTF2A1	DNOV00015325	gene7110
SOX18	DNOV00006544	gene13479
RNF215	DNOV00013140	gene12076
FBXL18	DNOV00015091	gene11369
BRP44	DNOV00016889	gene1240
UTP23	DNOV00007832	gene3660
REV3L	DNOV00006615	gene4637
CDADC1	DNOV00003643	gene1888
MED4	DNOV00003637	gene1879
LOC100859332	DNOV00017671	gene17726
LSM3	DNOV00007634	gene10727
ZBTB5	DNOV00014359	gene16438
SCARA5	DNOV00016298	gene4998
WDHD1	DNOV00011525	gene7351
GPR142	DNOV00015082	gene12768
TMOD1	DNOV00014994	gene16369
ZP2	DNOV00001898	gene11719
DAZAP1	DNOV00016272	gene15488
MYO16	DNOV00015005	gene1705
C4HXorf57	DNOV00008864	gene5467
HEATR2	DNOV00001948	gene11322
LOC100857704	DNOV00009674	gene9376
TJAP1	DNOV00004982	gene4231
LOC427449	DNOV00012737	gene15800
PARG	DNOV00005395	gene7443
LOC425795	DNOV00008537	gene15549
LOC100859876	DNOV00006072	gene9420
MOS	DNOV00012592	gene3436
LOC418554	DNOV00010874	gene1431
PPARGC1A	DNOV00011282	gene6137
RWDD2B	DNOV00012269	gene1313
CLIP1	DNOV00000814	gene11866
SH3YL1	DNOV00018106	gene4865
BTG2	DNOV00000317	gene14991
SCUBE3	DNOV00000359	gene14943
GTF2H1	DNOV00006440	gene6609
CDK7	DNOV00002787	gene15902
IL15	DNOV00009638	gene5580
DMP1	DNOV00012232	gene5765
CHUK	DNOV00012021	gene7515
C5H14orf129	DNOV00015524	gene7189
EAF2	DNOV00009488	gene8432
BROX	DNOV00001230	gene4076
PES1	DNOV00013145	gene12072
CACNA1H	DNOV00005298	gene11424
WFIKKN2	DNOV00000503	gene12831
RHOG	DNOV00001609	gene5218
LOC100857739	DNOV00017928	gene16760
EPHB2	DNOV00014760	gene13895
LOC430303	DNOV00015126	gene5821
